size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[63509, 63427, 63218, 63322, 63107, 63047, 63093, 62982, 63687, 63086]","[49718, 49378, 49544, 49552, 49757, 49649, 49697, 49773, 49329, 49507]","[30134, 29980, 30006, 29813, 30093, 30181, 29891, 30128, 30208, 30254]","[35593, 35852, 35410, 35444, 36186, 36031, 35647, 35677, 35739, 35891]","[35708, 35483, 35906, 35401, 35676, 35785, 35604, 35988, 35508, 35729]","[34828, 34638, 34944, 34805, 34761, 34832, 34733, 34628, 34988, 35298]","[34904, 34983, 34991, 34802, 34783, 35065, 34982, 34718, 34845, 35042]","[35133, 35239, 34989, 34759, 34802, 34833, 35101, 34918, 35036, 34899]","[35036, 34921, 35042, 34720, 35154, 34737, 34766, 34924, 34915, 34955]","[34984, 34889, 34955, 34796, 34912, 35025, 35050, 34911, 35144, 34991]","[34827, 35082, 34944, 34799, 34899, 34802, 34693, 34887, 34652, 35112]","[34583, 34673, 35322, 34667, 34820, 34817, 34925, 34631, 34528, 34799]","[34954, 34943, 34787, 34870, 35193, 34793, 34833, 35040, 35256, 34642]","[34747, 34402, 34381, 34559, 34830, 34665, 34730, 34824, 34832, 35097]","[34963, 34973, 34593, 34399, 34722, 34566, 34741, 34570, 34765, 34579]","[34711, 34458, 35076, 34825, 34463, 34618, 34933, 34496, 34460, 34775]","[34494, 34718, 34816, 34560, 34906, 34211, 34871, 34508, 34365, 34482]","[34455, 34348, 34843, 34489, 34245, 34890, 34436, 34748, 34476, 34718]","[34636, 34411, 34507, 34573, 34755, 34495, 34624, 34926, 34673, 34247]","[34772, 34074, 34493, 34624, 34480, 34464, 34216, 34491, 34731, 34276]","[34269, 34365, 34642, 34554, 34858, 34617, 34385, 34568, 34509, 34561]"
4,"[19663, 19354, 19526, 19331, 19429, 19172, 19504, 19201, 19432, 19470]","[15347, 15403, 15261, 15320, 15238, 15306, 15220, 14859, 15233, 15108]","[9115, 9065, 9219, 9136, 9234, 9073, 9179, 9365, 9378, 9352]","[11068, 10871, 10852, 10880, 10953, 10816, 10816, 11046, 10974, 10711]","[10661, 11136, 10962, 10951, 10904, 10878, 10952, 10997, 11059, 10888]","[10601, 10535, 10892, 10804, 10490, 10632, 10383, 10692, 10798, 10505]","[10496, 10659, 10748, 10649, 10727, 10613, 10704, 10699, 10705, 10589]","[10824, 10628, 10514, 10713, 10604, 10751, 10541, 10579, 10886, 10827]","[10777, 10688, 10578, 10546, 10632, 10579, 10819, 10655, 10605, 10747]","[10600, 10774, 10712, 10544, 10624, 10659, 10749, 10691, 10546, 10558]","[10795, 10618, 10547, 10691, 10698, 10571, 10629, 10566, 10700, 10519]","[10799, 10607, 10593, 10704, 10704, 10697, 10484, 10328, 10716, 10589]","[10628, 10548, 10504, 10687, 10510, 10703, 10332, 10861, 10716, 10623]","[10379, 10549, 10621, 10623, 10649, 10581, 10650, 10657, 10669, 10736]","[10357, 10677, 10709, 10617, 10548, 10460, 10673, 10637, 10709, 10446]","[10788, 10646, 10527, 10643, 10584, 10560, 10578, 10589, 10609, 10574]","[10623, 10706, 10612, 10520, 10573, 10564, 10639, 10502, 10450, 10475]","[10491, 10448, 10484, 10469, 10582, 10380, 10641, 10703, 10704, 10427]","[10600, 10452, 10665, 10498, 10515, 10588, 10379, 10407, 10365, 10624]","[10474, 10701, 10587, 10542, 10458, 10488, 10632, 10688, 10410, 10640]","[10400, 10612, 10466, 10689, 10588, 10539, 10580, 10551, 10507, 10599]"
5,"[6095, 6169, 6053, 6082, 6104, 6250, 6245, 5992, 6059, 6146]","[4744, 4836, 4715, 4812, 4828, 4708, 4777, 4732, 4771, 4744]","[2897, 2826, 2785, 2762, 2868, 2890, 2846, 2850, 2800, 2875]","[3338, 3331, 3339, 3428, 3336, 3344, 3335, 3418, 3427, 3357]","[3404, 3364, 3434, 3399, 3378, 3331, 3322, 3332, 3445, 3388]","[3276, 3366, 3361, 3402, 3372, 3358, 3301, 3330, 3396, 3352]","[3242, 3311, 3252, 3320, 3262, 3303, 3329, 3236, 3273, 3289]","[3431, 3369, 3316, 3306, 3268, 3270, 3394, 3334, 3323, 3431]","[3331, 3363, 3270, 3314, 3312, 3442, 3376, 3352, 3428, 3394]","[3321, 3343, 3325, 3325, 3271, 3454, 3255, 3341, 3181, 3266]","[3325, 3284, 3382, 3356, 3457, 3353, 3318, 3292, 3277, 3434]","[3248, 3292, 3385, 3294, 3295, 3442, 3370, 3274, 3249, 3232]","[3291, 3132, 3307, 3305, 3250, 3327, 3280, 3361, 3258, 3226]","[3221, 3250, 3132, 3267, 3363, 3359, 3309, 3306, 3326, 3225]","[3227, 3276, 3274, 3382, 3258, 3247, 3321, 3277, 3194, 3329]","[3374, 3257, 3224, 3273, 3355, 3215, 3329, 3317, 3303, 3251]","[3280, 3293, 3308, 3295, 3303, 3248, 3296, 3244, 3314, 3252]","[3295, 3295, 3316, 3267, 3374, 3299, 3339, 3229, 3236, 3165]","[3229, 3195, 3312, 3343, 3213, 3265, 3212, 3314, 3257, 3256]","[3203, 3327, 3307, 3342, 3334, 3221, 3265, 3409, 3409, 3226]","[3218, 3271, 3286, 3430, 3226, 3242, 3263, 3304, 3341, 3302]"
6,"[1961, 1891, 1981, 1907, 1908, 1816, 1835, 1865, 1929, 1947]","[1518, 1507, 1523, 1419, 1498, 1418, 1520, 1418, 1415, 1524]","[916, 861, 916, 878, 907, 859, 910, 921, 868, 872]","[1104, 1158, 1042, 1044, 1033, 1104, 1091, 1041, 1078, 1032]","[1059, 1057, 1055, 1055, 1104, 1039, 1100, 1046, 1013, 1086]","[1026, 1054, 1005, 1043, 1053, 1016, 994, 1079, 1038, 1030]","[994, 1013, 1051, 1078, 1002, 1030, 1020, 1007, 1036, 992]","[1064, 1048, 1010, 1059, 1078, 1135, 1007, 1062, 1104, 1068]","[1051, 1040, 963, 1037, 1069, 970, 1034, 1042, 1048, 1105]","[1126, 989, 1058, 1061, 1047, 1014, 1035, 1028, 1067, 1028]","[1060, 1036, 1060, 1023, 1054, 1020, 1029, 996, 1069, 1059]","[1022, 1042, 968, 1022, 1011, 985, 1048, 1049, 1061, 1075]","[1015, 1044, 1060, 1021, 1049, 1068, 971, 1042, 1072, 967]","[1007, 1068, 1042, 1022, 1015, 1006, 996, 1059, 1045, 1075]","[1033, 1006, 1028, 986, 1004, 1061, 1040, 1058, 1059, 1014]","[1033, 1039, 1051, 1035, 961, 1082, 1029, 1011, 1010, 1018]","[1050, 995, 994, 1050, 992, 1059, 1023, 1087, 1057, 1056]","[1035, 1032, 1020, 1049, 1071, 1064, 1004, 995, 1061, 965]","[1010, 1059, 997, 1039, 1092, 1068, 1032, 1058, 1016, 1030]","[1015, 1012, 1049, 1017, 1037, 1031, 997, 1021, 1032, 990]","[1035, 1015, 1048, 990, 1000, 1023, 1056, 1011, 1003, 986]"
7,"[635, 585, 546, 592, 605, 615, 597, 592, 608, 606]","[415, 453, 456, 457, 482, 443, 452, 452, 449, 502]","[278, 303, 269, 272, 308, 274, 264, 296, 290, 275]","[351, 323, 343, 309, 320, 355, 331, 318, 346, 315]","[336, 352, 322, 324, 347, 330, 300, 336, 307, 329]","[327, 345, 338, 328, 299, 317, 303, 316, 333, 290]","[355, 328, 333, 322, 332, 312, 372, 327, 314, 314]","[320, 327, 285, 311, 329, 341, 325, 331, 304, 333]","[312, 356, 346, 316, 331, 310, 329, 293, 343, 339]","[311, 385, 337, 327, 332, 300, 323, 320, 277, 295]","[338, 329, 348, 322, 309, 293, 335, 345, 337, 321]","[373, 311, 303, 350, 288, 327, 330, 337, 280, 328]","[341, 325, 324, 329, 324, 313, 351, 338, 320, 278]","[324, 323, 341, 307, 320, 338, 330, 301, 328, 312]","[316, 345, 343, 342, 303, 308, 345, 312, 293, 296]","[304, 341, 328, 329, 319, 335, 314, 309, 303, 319]","[306, 295, 333, 314, 313, 344, 358, 320, 309, 308]","[285, 313, 333, 335, 330, 314, 352, 324, 297, 335]","[360, 319, 290, 329, 323, 319, 307, 312, 327, 316]","[304, 331, 325, 295, 282, 322, 328, 321, 322, 301]","[285, 321, 326, 316, 344, 303, 314, 305, 297, 318]"
8,"[173, 194, 206, 195, 203, 192, 189, 204, 195, 196]","[141, 132, 160, 147, 138, 142, 156, 136, 138, 143]","[79, 81, 89, 65, 79, 79, 84, 91, 97, 86]","[89, 95, 117, 93, 109, 105, 108, 78, 93, 91]","[115, 83, 114, 105, 98, 105, 93, 109, 113, 104]","[132, 122, 128, 113, 87, 89, 96, 97, 106, 95]","[110, 109, 83, 77, 84, 92, 105, 112, 109, 110]","[87, 110, 101, 99, 96, 103, 108, 118, 102, 108]","[102, 103, 102, 89, 123, 96, 107, 97, 107, 104]","[117, 126, 101, 89, 83, 104, 96, 93, 85, 105]","[106, 90, 92, 98, 119, 115, 98, 120, 95, 121]","[112, 99, 99, 108, 121, 99, 110, 102, 91, 108]","[101, 89, 119, 107, 84, 88, 78, 110, 85, 103]","[101, 118, 93, 88, 113, 111, 93, 90, 87, 102]","[92, 105, 116, 113, 107, 104, 89, 81, 105, 83]","[128, 106, 100, 103, 93, 89, 111, 78, 77, 99]","[100, 97, 85, 93, 98, 96, 79, 122, 116, 98]","[88, 101, 95, 98, 107, 84, 100, 88, 106, 95]","[101, 95, 95, 83, 105, 97, 96, 103, 114, 91]","[92, 113, 117, 111, 103, 92, 87, 99, 98, 86]","[125, 98, 103, 109, 86, 86, 108, 123, 116, 116]"
9,"[55, 62, 45, 48, 60, 58, 58, 68, 57, 58]","[34, 49, 48, 49, 45, 44, 49, 49, 40, 41]","[33, 33, 25, 21, 23, 33, 15, 33, 31, 24]","[32, 41, 29, 34, 27, 42, 29, 26, 30, 32]","[29, 38, 37, 36, 25, 33, 21, 35, 35, 22]","[30, 24, 31, 34, 33, 34, 32, 25, 33, 24]","[24, 31, 27, 30, 39, 32, 32, 33, 31, 35]","[29, 33, 40, 24, 38, 38, 40, 25, 33, 31]","[31, 31, 30, 27, 33, 35, 27, 28, 38, 40]","[33, 32, 33, 32, 28, 36, 28, 20, 27, 25]","[35, 43, 30, 27, 43, 30, 23, 34, 32, 36]","[37, 33, 29, 22, 31, 22, 38, 40, 30, 34]","[39, 32, 31, 33, 35, 35, 32, 31, 34, 32]","[26, 32, 28, 34, 31, 26, 30, 31, 30, 30]","[42, 35, 31, 36, 28, 35, 26, 35, 24, 38]","[36, 26, 31, 24, 40, 38, 27, 35, 29, 34]","[28, 43, 24, 38, 34, 31, 24, 31, 26, 30]","[30, 30, 28, 34, 32, 40, 21, 39, 28, 27]","[27, 27, 29, 17, 18, 29, 34, 32, 32, 34]","[28, 37, 36, 31, 26, 21, 31, 29, 27, 35]","[20, 32, 42, 29, 24, 34, 34, 19, 29, 28]"
10,"[23, 16, 20, 25, 11, 21, 20, 17, 17, 14]","[21, 22, 9, 10, 23, 12, 10, 12, 20, 11]","[8, 6, 11, 7, 8, 6, 6, 6, 6, 13]","[12, 17, 11, 14, 4, 17, 11, 5, 6, 15]","[10, 10, 11, 6, 9, 9, 9, 7, 6, 7]","[8, 11, 12, 5, 11, 7, 13, 10, 11, 10]","[5, 4, 13, 13, 7, 8, 9, 9, 8, 13]","[9, 15, 14, 7, 10, 7, 8, 8, 12, 9]","[13, 7, 10, 10, 8, 8, 11, 14, 8, 8]","[11, 7, 8, 9, 15, 7, 9, 5, 8, 6]","[9, 10, 11, 10, 11, 10, 10, 15, 11, 12]","[12, 8, 9, 10, 8, 14, 7, 10, 17, 10]","[12, 18, 11, 10, 10, 10, 20, 7, 7, 5]","[8, 7, 8, 10, 12, 8, 16, 8, 7, 16]","[11, 3, 11, 15, 7, 10, 5, 12, 8, 17]","[9, 11, 11, 8, 11, 14, 9, 11, 11, 9]","[7, 10, 7, 12, 14, 11, 9, 7, 7, 11]","[6, 12, 7, 14, 7, 10, 8, 11, 11, 14]","[8, 8, 14, 10, 9, 6, 15, 11, 5, 9]","[7, 8, 12, 11, 7, 14, 8, 9, 14, 13]","[11, 8, 5, 15, 9, 8, 11, 8, 3, 6]"
11,"[3, 8, 5, 10, 6, 4, 6, 13, 7, 8]","[9, 6, 10, 6, 10, 5, 3, 7, 3, 1]","[3, 3, 4, 1, 4, 0, 3, 2, 2, 4]","[1, 4, 0, 4, 3, 8, 3, 3, 4, 3]","[0, 6, 5, 4, 1, 3, 3, 5, 6, 0]","[5, 3, 2, 4, 3, 1, 2, 2, 3, 3]","[3, 5, 1, 3, 1, 2, 2, 3, 0, 6]","[1, 4, 2, 3, 3, 3, 3, 4, 3, 2]","[4, 4, 2, 4, 4, 2, 2, 3, 4, 7]","[3, 2, 3, 3, 4, 3, 4, 1, 7, 6]","[5, 4, 3, 7, 2, 3, 6, 2, 2, 2]","[3, 3, 1, 0, 5, 2, 3, 0, 3, 2]","[5, 4, 1, 0, 3, 3, 2, 1, 6, 6]","[3, 3, 3, 0, 3, 6, 4, 4, 4, 2]","[2, 7, 2, 4, 5, 1, 4, 3, 3, 3]","[1, 5, 6, 2, 4, 3, 4, 5, 2, 3]","[5, 1, 3, 3, 2, 3, 6, 2, 3, 3]","[3, 2, 4, 3, 0, 4, 1, 6, 3, 3]","[3, 1, 2, 5, 3, 3, 4, 4, 2, 10]","[2, 3, 2, 2, 4, 4, 5, 1, 6, 2]","[5, 1, 5, 2, 3, 2, 5, 2, 2, 1]"
12,"[3, 2, 2, 2, 1, 1, 2, 2, 2, 3]","[2, 3, 1, 1, 3, 1, 3, 1, 0, 1]","[2, 1, 2, 1, 1, 0, 0, 3, 1, 3]","[0, 1, 1, 2, 1, 0, 2, 2, 0, 0]","[1, 1, 2, 0, 2, 0, 0, 2, 2, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 3, 3, 1, 1, 1, 3]","[0, 1, 1, 0, 2, 0, 2, 1, 1, 1]","[2, 2, 1, 0, 2, 0, 1, 1, 1, 2]","[3, 2, 0, 3, 0, 1, 0, 0, 1, 0]","[2, 1, 1, 0, 1, 4, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 2, 1, 1, 1]","[0, 2, 0, 2, 1, 1, 1, 0, 0, 3]","[0, 2, 0, 2, 0, 1, 2, 2, 0, 4]","[1, 0, 0, 1, 1, 3, 0, 1, 1, 0]","[0, 1, 1, 2, 0, 3, 1, 1, 2, 1]","[0, 1, 2, 3, 1, 2, 2, 1, 3, 1]","[0, 1, 0, 3, 1, 0, 1, 3, 1, 0]","[3, 3, 0, 1, 0, 2, 2, 0, 2, 2]","[2, 2, 1, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]"
