size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[8236, 8164, 8159, 8339, 8156, 8280, 8147, 8131, 8236, 8055]","[6184, 6099, 6335, 6179, 6240, 6260, 6202, 6340, 6233, 6056]","[3981, 3955, 4011, 4063, 4011, 4004, 3933, 4030, 4044, 4087]","[4521, 4508, 4523, 4591, 4359, 4548, 4494, 4542, 4516, 4564]","[4445, 4446, 4430, 4438, 4488, 4387, 4370, 4482, 4425, 4359]","[4409, 4539, 4405, 4427, 4370, 4427, 4351, 4373, 4438, 4403]","[4538, 4386, 4467, 4429, 4336, 4378, 4509, 4499, 4445, 4392]","[4541, 4377, 4275, 4236, 4422, 4358, 4294, 4225, 4315, 4417]","[4333, 4335, 4368, 4329, 4586, 4248, 4261, 4400, 4228, 4291]","[4262, 4245, 4287, 4377, 4358, 4333, 4341, 4364, 4360, 4275]","[4305, 4257, 4355, 4166, 4251, 4217, 4324, 4321, 4436, 4238]","[4125, 4300, 4161, 4312, 4223, 4185, 4232, 4332, 4206, 4303]","[4341, 4219, 4325, 4212, 4379, 4241, 4185, 4136, 4169, 4132]","[4123, 4196, 4274, 4242, 4173, 4180, 4197, 4231, 4169, 4211]","[4255, 4139, 4185, 4216, 4133, 4250, 4183, 4103, 4161, 4186]","[4304, 4102, 4164, 4158, 4170, 4197, 4110, 4208, 4129, 4075]","[4098, 4178, 4177, 4064, 4177, 4149, 4095, 4075, 4067, 4052]","[4000, 4104, 4209, 4124, 4097, 4042, 4211, 4076, 4083, 4136]","[4008, 4156, 4136, 4090, 3961, 4050, 4086, 4009, 4146, 4063]","[4075, 4092, 3950, 4029, 3961, 4018, 4015, 3952, 4106, 4093]","[3960, 4106, 4073, 4058, 4006, 4116, 4037, 4029, 3957, 4167]"
4,"[2515, 2426, 2396, 2376, 2396, 2465, 2441, 2375, 2422, 2411]","[1821, 1875, 1791, 1846, 1887, 1773, 1892, 1791, 1869, 1808]","[1146, 1177, 1199, 1178, 1179, 1105, 1243, 1216, 1169, 1152]","[1270, 1338, 1369, 1319, 1294, 1361, 1352, 1387, 1268, 1275]","[1360, 1302, 1308, 1300, 1326, 1327, 1234, 1363, 1249, 1359]","[1308, 1260, 1365, 1312, 1274, 1258, 1294, 1307, 1293, 1299]","[1331, 1310, 1260, 1303, 1336, 1297, 1251, 1305, 1240, 1275]","[1253, 1294, 1272, 1355, 1236, 1218, 1299, 1274, 1277, 1251]","[1278, 1251, 1261, 1270, 1283, 1243, 1321, 1231, 1331, 1323]","[1240, 1259, 1207, 1334, 1301, 1263, 1294, 1265, 1281, 1269]","[1165, 1282, 1204, 1264, 1303, 1255, 1300, 1248, 1240, 1287]","[1281, 1291, 1309, 1203, 1191, 1250, 1242, 1266, 1319, 1230]","[1292, 1270, 1227, 1192, 1301, 1224, 1274, 1263, 1239, 1233]","[1235, 1237, 1190, 1232, 1218, 1259, 1244, 1189, 1191, 1323]","[1304, 1230, 1196, 1237, 1254, 1243, 1185, 1279, 1198, 1216]","[1229, 1255, 1229, 1215, 1310, 1179, 1227, 1212, 1184, 1192]","[1216, 1189, 1194, 1194, 1240, 1274, 1223, 1185, 1230, 1202]","[1231, 1171, 1177, 1211, 1173, 1131, 1167, 1211, 1198, 1289]","[1262, 1224, 1238, 1169, 1172, 1207, 1214, 1187, 1204, 1208]","[1225, 1191, 1190, 1171, 1205, 1201, 1160, 1225, 1136, 1192]","[1217, 1108, 1124, 1165, 1209, 1227, 1170, 1142, 1157, 1208]"
5,"[708, 698, 729, 786, 728, 729, 680, 729, 684, 743]","[543, 573, 588, 591, 557, 533, 567, 543, 548, 555]","[327, 359, 376, 366, 366, 368, 358, 354, 320, 367]","[377, 450, 370, 381, 397, 374, 420, 395, 431, 429]","[363, 378, 386, 386, 353, 401, 364, 412, 380, 387]","[390, 368, 386, 367, 425, 375, 391, 377, 388, 393]","[390, 393, 411, 396, 395, 390, 374, 381, 342, 383]","[386, 373, 401, 357, 353, 372, 384, 384, 385, 386]","[412, 425, 371, 391, 385, 363, 384, 392, 349, 380]","[378, 377, 355, 365, 409, 357, 378, 347, 391, 366]","[393, 372, 382, 369, 371, 366, 345, 360, 366, 376]","[396, 358, 377, 386, 367, 375, 373, 379, 381, 379]","[404, 387, 377, 357, 365, 374, 341, 364, 344, 368]","[377, 381, 350, 371, 349, 364, 390, 373, 389, 357]","[349, 360, 376, 387, 394, 385, 339, 358, 363, 384]","[344, 363, 346, 374, 365, 336, 361, 360, 373, 394]","[380, 365, 330, 395, 361, 333, 362, 352, 372, 344]","[349, 366, 331, 303, 376, 334, 341, 351, 367, 321]","[347, 357, 337, 336, 373, 329, 343, 350, 380, 333]","[364, 376, 340, 352, 353, 366, 363, 328, 355, 349]","[363, 369, 349, 334, 322, 357, 388, 349, 332, 381]"
6,"[223, 230, 213, 209, 230, 226, 206, 225, 230, 226]","[216, 146, 172, 160, 153, 154, 173, 172, 155, 158]","[109, 139, 103, 110, 110, 122, 123, 102, 100, 101]","[117, 113, 127, 110, 114, 122, 110, 131, 120, 111]","[115, 103, 103, 116, 123, 150, 136, 109, 125, 107]","[114, 119, 120, 105, 116, 122, 106, 99, 125, 131]","[120, 117, 133, 122, 115, 125, 111, 121, 122, 114]","[122, 124, 106, 107, 127, 121, 114, 119, 124, 116]","[118, 119, 122, 122, 111, 117, 117, 114, 124, 101]","[123, 114, 110, 115, 97, 117, 102, 111, 117, 118]","[99, 117, 117, 107, 98, 117, 92, 123, 126, 107]","[112, 107, 109, 108, 132, 113, 129, 92, 112, 134]","[115, 108, 106, 101, 102, 106, 98, 123, 118, 107]","[108, 106, 118, 116, 95, 115, 125, 100, 100, 122]","[119, 102, 116, 108, 113, 97, 88, 107, 98, 103]","[104, 97, 98, 118, 114, 107, 108, 105, 94, 109]","[93, 95, 103, 97, 125, 108, 117, 106, 99, 104]","[107, 116, 105, 95, 102, 108, 108, 113, 118, 115]","[109, 102, 109, 104, 118, 100, 122, 94, 92, 86]","[109, 132, 106, 120, 95, 99, 105, 100, 85, 110]","[111, 105, 115, 89, 88, 91, 101, 107, 117, 111]"
7,"[89, 82, 62, 54, 75, 84, 76, 75, 75, 57]","[51, 55, 44, 42, 53, 48, 43, 50, 49, 51]","[17, 38, 21, 33, 38, 38, 33, 30, 40, 41]","[27, 41, 40, 41, 32, 44, 37, 34, 34, 31]","[32, 51, 48, 29, 31, 40, 36, 31, 27, 42]","[30, 39, 35, 45, 34, 26, 50, 28, 27, 28]","[30, 43, 33, 33, 41, 24, 36, 44, 32, 36]","[40, 23, 27, 22, 27, 32, 33, 29, 28, 34]","[37, 42, 26, 36, 33, 30, 37, 33, 32, 30]","[28, 39, 36, 35, 40, 36, 31, 34, 30, 25]","[30, 42, 35, 29, 45, 37, 35, 37, 37, 26]","[35, 38, 26, 26, 30, 26, 32, 30, 26, 38]","[33, 35, 37, 30, 47, 36, 42, 33, 36, 34]","[29, 37, 38, 28, 21, 37, 29, 35, 39, 33]","[32, 39, 31, 28, 31, 23, 39, 38, 30, 27]","[40, 41, 25, 34, 30, 24, 44, 34, 31, 30]","[27, 29, 29, 37, 35, 28, 33, 37, 42, 33]","[23, 31, 25, 32, 38, 23, 33, 40, 26, 36]","[32, 28, 30, 37, 28, 28, 22, 38, 46, 29]","[36, 26, 36, 34, 33, 31, 36, 34, 35, 25]","[26, 28, 31, 40, 28, 27, 32, 45, 38, 27]"
8,"[28, 12, 27, 24, 19, 20, 16, 20, 22, 20]","[15, 17, 14, 16, 14, 12, 14, 14, 14, 10]","[13, 15, 13, 6, 12, 8, 11, 9, 10, 9]","[12, 7, 14, 11, 8, 9, 12, 15, 8, 10]","[13, 7, 10, 12, 10, 8, 3, 9, 7, 12]","[7, 8, 10, 9, 15, 10, 11, 13, 12, 10]","[10, 7, 11, 11, 10, 11, 13, 10, 17, 15]","[11, 11, 10, 16, 12, 13, 15, 14, 12, 8]","[11, 12, 11, 11, 13, 7, 10, 11, 13, 9]","[11, 13, 6, 11, 4, 13, 9, 10, 5, 12]","[7, 17, 4, 8, 9, 7, 12, 11, 8, 11]","[12, 11, 14, 9, 14, 6, 8, 6, 9, 9]","[13, 8, 8, 10, 11, 10, 10, 12, 7, 8]","[5, 8, 7, 13, 10, 10, 8, 7, 10, 8]","[10, 6, 6, 10, 11, 13, 10, 9, 17, 9]","[12, 9, 6, 7, 16, 13, 3, 7, 16, 15]","[12, 6, 10, 11, 7, 12, 12, 10, 8, 7]","[14, 15, 12, 7, 8, 9, 9, 11, 9, 5]","[6, 9, 10, 13, 11, 11, 9, 14, 10, 6]","[7, 9, 9, 5, 8, 8, 6, 9, 7, 7]","[6, 10, 11, 6, 10, 10, 9, 8, 10, 7]"
9,"[8, 3, 4, 2, 5, 8, 9, 5, 7, 9]","[3, 1, 4, 1, 3, 8, 2, 4, 6, 1]","[3, 5, 2, 2, 2, 3, 3, 5, 3, 2]","[5, 3, 3, 5, 5, 5, 5, 4, 2, 2]","[3, 4, 4, 3, 4, 7, 2, 4, 1, 5]","[4, 5, 4, 3, 4, 2, 2, 1, 2, 2]","[6, 2, 2, 4, 3, 2, 5, 4, 4, 4]","[6, 2, 3, 4, 2, 4, 3, 1, 0, 5]","[4, 1, 1, 4, 4, 2, 2, 7, 1, 2]","[1, 2, 5, 0, 2, 4, 5, 2, 1, 2]","[1, 4, 3, 1, 0, 4, 1, 1, 5, 4]","[4, 1, 2, 5, 4, 3, 0, 2, 5, 6]","[3, 2, 2, 1, 3, 6, 2, 2, 0, 4]","[5, 1, 3, 3, 3, 2, 6, 1, 6, 2]","[2, 4, 7, 5, 0, 3, 0, 5, 2, 5]","[5, 2, 3, 0, 4, 1, 1, 1, 3, 3]","[3, 4, 3, 6, 0, 1, 2, 0, 2, 6]","[0, 6, 2, 3, 1, 4, 3, 0, 2, 1]","[2, 1, 0, 2, 2, 2, 3, 1, 1, 3]","[5, 2, 0, 6, 2, 2, 2, 5, 1, 3]","[5, 3, 4, 3, 4, 2, 2, 2, 9, 1]"
10,"[3, 1, 1, 3, 3, 3, 3, 1, 1, 3]","[5, 3, 2, 1, 2, 1, 1, 2, 1, 0]","[0, 0, 0, 1, 5, 0, 0, 1, 1, 4]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 2, 1, 2, 3, 0, 0, 2, 0]","[0, 0, 0, 0, 1, 0, 3, 1, 1, 1]","[0, 1, 4, 1, 2, 6, 0, 0, 0, 1]","[1, 0, 0, 0, 2, 1, 1, 0, 3, 1]","[0, 1, 0, 4, 0, 0, 1, 1, 1, 2]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[2, 0, 1, 0, 1, 1, 1, 2, 1, 0]","[2, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[2, 1, 0, 0, 1, 0, 2, 1, 0, 0]","[2, 0, 2, 1, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 2, 0, 0, 3, 0]","[2, 2, 0, 1, 5, 2, 0, 0, 0, 1]","[2, 0, 1, 1, 0, 2, 1, 0, 0, 2]","[0, 0, 0, 0, 1, 2, 1, 1, 0, 1]","[2, 1, 2, 1, 0, 1, 0, 0, 0, 1]","[0, 2, 1, 1, 1, 0, 1, 0, 1, 1]"
11,"[0, 0, 0, 1, 0, 2, 1, 0, 1, 0]","[1, 0, 2, 2, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 2, 1, 2, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 2, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 2, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 2, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 3, 0]","[0, 0, 2, 0, 0, 0, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 2, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 2, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0, 2, 1]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
