size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,2720,2421,1417,1662,1696,1717,1659,1541,1532,1519,1553,1554,1504,1507,1499,1522,1534,1501,1497,1479,1460
4,835,691,417,487,510,548,485,475,452,415,463,437,427,453,469,416,465,438,418,425,401
5,257,219,124,186,159,181,150,136,150,152,123,137,129,137,110,142,160,156,132,123,103
6,82,67,39,57,54,65,60,50,41,44,50,58,45,46,43,38,36,45,47,48,42
7,34,28,23,18,18,30,23,12,23,12,17,19,13,16,10,12,16,10,25,17,13
8,9,10,6,2,7,10,7,4,10,6,7,6,6,9,2,2,3,5,5,4,6
9,3,5,2,2,7,4,4,3,1,5,4,1,3,4,4,6,6,1,2,4,1
10,0,2,4,1,2,5,2,2,1,1,2,0,0,2,2,0,1,1,2,1,0
11,1,1,0,0,1,2,0,0,1,1,1,2,2,3,0,2,1,0,0,1,1
12,0,1,0,1,2,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0
13,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
14,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
