size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,"[23013, 23283, 23004, 22962, 23214, 23091, 23177, 22976, 22931, 22932]","[18150, 18366, 18174, 17935, 18197, 18279, 18245, 18363, 18366, 18177]","[11122, 11162, 10897, 10919, 10889, 11099, 11033, 11044, 10858, 11063]","[13162, 13296, 13154, 13033, 13202, 13171, 12985, 13013, 13112, 12893]","[13022, 13153, 13074, 13108, 13134, 12891, 13294, 13123, 13129, 13061]","[12674, 12883, 12738, 12896, 12794, 12802, 12593, 12861, 12995, 12869]","[12832, 12758, 12641, 12818, 12641, 12956, 13044, 12861, 12498, 12796]","[12907, 12872, 12850, 12784, 12893, 13009, 12759, 12811, 12848, 13052]","[12740, 13062, 12837, 13078, 12837, 12785, 12838, 12801, 12849, 12792]","[12718, 12799, 12737, 12740, 12892, 12949, 12974, 12756, 12823, 12997]","[12674, 12750, 12916, 12929, 12743, 12881, 12523, 12834, 12767, 12787]","[12829, 12709, 12921, 12864, 12923, 12941, 12897, 12659, 12904, 12841]","[12717, 12835, 12805, 12840, 12799, 12795, 13020, 12831, 12712, 12680]","[12868, 12825, 12707, 12699, 12928, 12877, 12797, 12495, 12725, 12709]","[12802, 12629, 12727, 12681, 12515, 12952, 12783, 12776, 12788, 12685]","[12606, 12697, 12672, 12778, 12729, 12628, 12823, 12463, 12651, 12765]","[12505, 12691, 12813, 12753, 12658, 12737, 12696, 12724, 12678, 12497]","[12674, 12516, 12772, 12596, 12422, 12778, 12832, 12710, 12705, 12766]","[12634, 12696, 12602, 12757, 12885, 12923, 12763, 12782, 12744, 12606]","[12523, 12645, 12565, 12547, 12748, 12858, 12846, 12399, 12726, 12688]","[12756, 12723, 12608, 12567, 12511, 12791, 12657, 12626, 12775, 12748]"
4,"[7045, 7133, 7154, 7106, 7007, 7124, 7197, 7114, 7110, 7086]","[5503, 5441, 5643, 5569, 5638, 5601, 5534, 5659, 5497, 5569]","[3263, 3411, 3339, 3276, 3325, 3366, 3372, 3331, 3426, 3377]","[4114, 3959, 3933, 3950, 3994, 3980, 3988, 3969, 3956, 4088]","[4028, 3975, 4065, 3922, 3961, 3993, 4076, 3999, 4002, 3966]","[3968, 3888, 3836, 3878, 3889, 3946, 3801, 3898, 3851, 3845]","[3940, 3767, 3892, 3960, 3942, 3844, 3954, 4066, 3998, 3898]","[3988, 3963, 3868, 3803, 3959, 3946, 3884, 3874, 3907, 3849]","[3854, 3810, 3943, 3932, 3838, 3878, 3980, 3897, 3933, 3873]","[3870, 3973, 3903, 3864, 3909, 3845, 3975, 3865, 3866, 3887]","[3921, 3981, 3937, 3920, 3905, 3907, 3955, 3887, 3912, 3952]","[3887, 3802, 3847, 3894, 3839, 3988, 3912, 3940, 4010, 3850]","[3857, 3840, 3820, 3888, 3964, 4035, 3861, 3861, 4006, 3976]","[3788, 3832, 4005, 3866, 3901, 3980, 3770, 3818, 3957, 3854]","[3775, 3895, 3947, 3830, 3912, 3889, 3855, 3901, 3921, 3816]","[3909, 3835, 3878, 3914, 3897, 3849, 3913, 3763, 3815, 3782]","[3732, 3874, 3888, 3854, 3873, 3864, 3845, 3845, 3855, 4003]","[3843, 3912, 3956, 3842, 3949, 3942, 3863, 3875, 3807, 3782]","[3947, 3839, 4049, 3856, 3768, 3836, 3857, 3916, 3921, 3867]","[4030, 3968, 3805, 3826, 3856, 3893, 3833, 3860, 3870, 3898]","[3798, 3874, 3912, 3942, 3859, 3776, 3841, 3934, 3888, 3731]"
5,"[2234, 2241, 2156, 2224, 2199, 2250, 2225, 2295, 2235, 2154]","[1710, 1778, 1765, 1723, 1784, 1703, 1719, 1677, 1748, 1719]","[1015, 1048, 1010, 994, 1024, 1001, 1036, 1038, 1071, 1034]","[1236, 1298, 1169, 1302, 1298, 1239, 1248, 1277, 1217, 1295]","[1236, 1237, 1282, 1223, 1246, 1209, 1251, 1262, 1251, 1280]","[1138, 1201, 1271, 1247, 1163, 1305, 1193, 1184, 1264, 1253]","[1265, 1225, 1210, 1209, 1212, 1216, 1306, 1251, 1246, 1261]","[1173, 1190, 1202, 1168, 1151, 1243, 1244, 1202, 1242, 1175]","[1231, 1178, 1198, 1132, 1213, 1203, 1221, 1241, 1258, 1223]","[1203, 1190, 1296, 1209, 1220, 1244, 1183, 1166, 1256, 1269]","[1213, 1281, 1186, 1177, 1145, 1227, 1207, 1177, 1249, 1238]","[1215, 1166, 1165, 1188, 1179, 1145, 1157, 1241, 1214, 1161]","[1184, 1304, 1252, 1177, 1238, 1229, 1182, 1214, 1176, 1200]","[1208, 1277, 1238, 1198, 1233, 1167, 1217, 1207, 1235, 1155]","[1272, 1204, 1195, 1240, 1195, 1161, 1187, 1221, 1218, 1233]","[1257, 1165, 1175, 1199, 1232, 1208, 1193, 1170, 1183, 1192]","[1181, 1135, 1226, 1224, 1207, 1152, 1247, 1229, 1240, 1245]","[1223, 1183, 1199, 1188, 1243, 1161, 1209, 1185, 1232, 1237]","[1193, 1152, 1240, 1196, 1172, 1189, 1219, 1140, 1207, 1230]","[1252, 1217, 1123, 1261, 1217, 1102, 1235, 1192, 1192, 1200]","[1226, 1194, 1242, 1198, 1175, 1187, 1213, 1187, 1246, 1198]"
6,"[707, 678, 721, 722, 665, 710, 738, 696, 720, 662]","[531, 547, 544, 507, 518, 562, 584, 527, 554, 532]","[348, 348, 325, 337, 341, 342, 321, 321, 333, 312]","[392, 364, 378, 390, 389, 416, 373, 371, 390, 390]","[356, 379, 392, 376, 357, 407, 396, 407, 383, 369]","[413, 357, 393, 415, 371, 386, 372, 365, 382, 408]","[404, 413, 372, 387, 395, 327, 343, 391, 370, 347]","[338, 385, 397, 346, 394, 390, 367, 397, 407, 380]","[364, 398, 356, 362, 383, 369, 356, 417, 401, 368]","[390, 383, 369, 347, 377, 395, 373, 378, 409, 393]","[376, 370, 376, 378, 381, 420, 356, 367, 392, 380]","[395, 381, 394, 377, 384, 381, 362, 350, 354, 407]","[359, 372, 392, 374, 380, 394, 382, 359, 381, 374]","[377, 339, 374, 410, 367, 370, 397, 363, 359, 369]","[360, 398, 361, 396, 359, 376, 396, 420, 350, 355]","[396, 372, 370, 373, 368, 366, 388, 359, 358, 363]","[404, 398, 404, 360, 373, 351, 353, 407, 349, 391]","[369, 391, 356, 390, 403, 344, 332, 381, 342, 394]","[371, 377, 395, 363, 372, 353, 363, 349, 386, 368]","[368, 406, 384, 367, 355, 406, 380, 354, 388, 406]","[403, 362, 380, 343, 375, 377, 353, 363, 387, 380]"
7,"[194, 207, 202, 224, 224, 233, 225, 204, 217, 230]","[148, 161, 156, 166, 150, 174, 164, 137, 164, 163]","[88, 99, 117, 87, 114, 84, 95, 109, 99, 95]","[96, 110, 116, 118, 124, 120, 126, 113, 118, 129]","[129, 136, 122, 124, 139, 126, 130, 148, 131, 146]","[121, 117, 112, 106, 132, 123, 102, 118, 117, 120]","[122, 108, 110, 128, 137, 123, 98, 107, 126, 107]","[117, 108, 146, 108, 132, 111, 132, 115, 123, 128]","[112, 117, 99, 141, 134, 119, 124, 111, 110, 102]","[111, 117, 107, 116, 114, 112, 110, 112, 105, 116]","[119, 103, 128, 113, 124, 108, 98, 118, 97, 107]","[112, 130, 95, 112, 122, 108, 115, 130, 131, 130]","[126, 128, 108, 119, 110, 115, 112, 100, 111, 117]","[129, 133, 123, 123, 129, 116, 126, 122, 110, 109]","[121, 136, 128, 121, 125, 122, 117, 147, 104, 108]","[144, 109, 133, 129, 110, 105, 113, 111, 109, 118]","[105, 115, 129, 121, 119, 111, 118, 111, 114, 137]","[127, 139, 127, 115, 111, 109, 89, 127, 133, 134]","[123, 113, 135, 124, 125, 137, 107, 102, 114, 133]","[123, 105, 105, 113, 110, 104, 113, 126, 103, 121]","[94, 124, 143, 117, 120, 115, 112, 102, 126, 116]"
8,"[71, 79, 63, 91, 63, 68, 68, 61, 90, 65]","[58, 56, 50, 46, 60, 57, 45, 55, 44, 57]","[27, 43, 26, 29, 34, 28, 37, 29, 32, 37]","[48, 39, 35, 30, 42, 39, 38, 43, 42, 32]","[41, 45, 23, 49, 34, 39, 37, 33, 29, 40]","[35, 32, 37, 48, 41, 31, 37, 41, 46, 33]","[31, 37, 26, 44, 30, 40, 42, 44, 28, 39]","[38, 34, 49, 38, 37, 40, 33, 33, 39, 38]","[48, 44, 32, 34, 31, 45, 38, 42, 40, 44]","[49, 43, 41, 32, 27, 33, 40, 34, 28, 31]","[31, 44, 29, 31, 46, 34, 31, 36, 33, 38]","[43, 37, 23, 46, 31, 24, 39, 29, 43, 32]","[30, 36, 37, 37, 44, 28, 29, 39, 36, 30]","[28, 39, 29, 50, 40, 39, 40, 32, 27, 42]","[39, 32, 27, 31, 39, 42, 32, 27, 48, 30]","[36, 37, 32, 57, 34, 43, 28, 39, 32, 24]","[37, 39, 24, 34, 37, 41, 30, 42, 36, 32]","[30, 49, 45, 37, 35, 33, 32, 49, 33, 46]","[38, 39, 31, 26, 44, 39, 34, 31, 38, 44]","[31, 34, 39, 36, 39, 28, 29, 29, 35, 45]","[29, 44, 27, 36, 34, 26, 34, 39, 35, 44]"
9,"[17, 17, 18, 21, 21, 26, 20, 24, 21, 15]","[22, 12, 21, 17, 20, 11, 20, 19, 12, 18]","[10, 7, 12, 8, 7, 10, 9, 7, 9, 6]","[7, 7, 13, 10, 12, 10, 14, 12, 10, 10]","[11, 15, 12, 12, 11, 18, 16, 8, 7, 17]","[9, 14, 10, 7, 16, 13, 11, 16, 14, 14]","[12, 7, 12, 11, 6, 13, 14, 12, 12, 18]","[13, 8, 10, 13, 19, 9, 9, 12, 17, 8]","[7, 6, 9, 13, 17, 8, 10, 15, 16, 10]","[7, 7, 8, 9, 11, 10, 17, 12, 8, 9]","[13, 7, 15, 18, 9, 12, 6, 7, 14, 7]","[14, 18, 10, 10, 11, 11, 11, 8, 10, 16]","[11, 11, 16, 15, 16, 8, 22, 8, 9, 10]","[11, 8, 7, 10, 16, 10, 11, 15, 10, 14]","[11, 13, 11, 11, 6, 13, 14, 12, 13, 18]","[18, 12, 7, 10, 13, 8, 12, 13, 14, 14]","[16, 14, 14, 9, 7, 20, 18, 12, 9, 14]","[13, 15, 8, 18, 12, 10, 15, 10, 15, 10]","[8, 8, 12, 17, 15, 12, 10, 15, 15, 14]","[20, 12, 16, 8, 14, 14, 16, 17, 6, 15]","[15, 11, 10, 12, 6, 13, 9, 5, 18, 14]"
10,"[7, 4, 10, 4, 6, 6, 9, 14, 6, 7]","[2, 2, 3, 5, 5, 5, 4, 4, 4, 5]","[4, 2, 4, 2, 4, 1, 4, 5, 4, 1]","[2, 1, 6, 7, 2, 3, 4, 3, 7, 2]","[5, 3, 4, 6, 3, 8, 3, 3, 4, 1]","[1, 2, 2, 3, 2, 2, 1, 2, 2, 5]","[2, 5, 2, 2, 0, 2, 4, 0, 3, 2]","[4, 5, 5, 1, 6, 4, 1, 5, 2, 5]","[4, 0, 5, 3, 5, 8, 3, 4, 2, 5]","[2, 6, 4, 4, 4, 1, 3, 3, 4, 3]","[4, 4, 4, 1, 6, 5, 4, 2, 3, 3]","[6, 3, 4, 5, 7, 7, 2, 3, 5, 4]","[3, 2, 2, 4, 3, 5, 4, 2, 3, 1]","[3, 3, 2, 2, 2, 5, 4, 3, 2, 6]","[7, 6, 3, 6, 5, 3, 3, 3, 5, 4]","[5, 6, 2, 5, 8, 2, 6, 3, 1, 4]","[4, 2, 2, 3, 5, 3, 2, 6, 5, 3]","[2, 5, 6, 5, 5, 4, 3, 1, 6, 4]","[6, 4, 4, 4, 4, 5, 3, 3, 1, 4]","[2, 2, 3, 4, 4, 2, 4, 8, 2, 2]","[4, 3, 1, 1, 4, 3, 6, 6, 4, 2]"
11,"[2, 0, 2, 4, 1, 3, 3, 1, 2, 1]","[0, 3, 1, 3, 3, 2, 0, 0, 3, 4]","[0, 0, 1, 0, 0, 0, 1, 2, 2, 3]","[3, 0, 1, 1, 0, 0, 0, 1, 0, 2]","[2, 0, 0, 0, 4, 1, 1, 1, 1, 2]","[1, 2, 0, 0, 1, 1, 2, 1, 0, 0]","[0, 0, 0, 2, 1, 2, 1, 2, 1, 1]","[1, 1, 2, 0, 1, 1, 1, 3, 0, 1]","[1, 0, 1, 2, 1, 0, 1, 2, 1, 1]","[1, 0, 4, 0, 0, 1, 5, 3, 2, 0]","[1, 0, 1, 3, 2, 3, 0, 3, 3, 0]","[0, 2, 2, 2, 1, 1, 0, 0, 1, 0]","[3, 2, 3, 0, 3, 1, 0, 1, 2, 0]","[2, 2, 2, 2, 0, 3, 1, 0, 3, 2]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 2, 0, 2, 1, 1, 4, 0, 1]","[0, 1, 1, 4, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 2, 1, 1, 3, 1, 2]","[3, 0, 0, 4, 0, 2, 1, 3, 5, 1]","[1, 0, 2, 2, 1, 1, 4, 0, 2, 1]","[1, 2, 1, 2, 0, 0, 0, 3, 1, 1]"
12,"[2, 1, 0, 0, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 2, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 2, 1, 2, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 2, 2, 0, 1, 1]","[1, 0, 2, 2, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 2, 0, 0, 0, 0, 0, 0, 1]","[1, 2, 0, 0, 0, 1, 2, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]"
