size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,73796,56818,33876,40855,38563,42095,39586,38071,39729,39916,39639,39024,39960,38978,39474,40411,38616,39160,39500,38756,38475
4,19231,16244,13211,11702,11684,16656,11937,11270,15422,11127,11684,14991,11483,11298,14885,11471,11207,15193,11403,11543,14674
5,6984,5078,4019,4813,3992,5117,4469,3696,4391,4284,3859,4285,4323,3787,4321,4353,3675,4377,4356,3773,4139
6,2075,1830,1159,1423,1323,1490,1390,1132,1134,1265,1125,1167,1289,1155,1173,1305,1102,1219,1287,1075,1210
7,579,558,465,414,398,506,375,331,455,329,334,451,367,357,457,338,346,435,371,341,447
8,230,179,149,141,109,156,136,111,145,111,117,117,124,114,150,124,115,143,143,111,131
9,77,51,29,27,35,38,34,28,25,38,30,31,52,41,42,31,40,33,38,37,31
10,32,15,9,13,11,18,11,2,9,9,14,14,10,11,6,6,7,13,10,5,13
11,6,7,4,2,2,1,1,2,5,3,8,7,6,2,5,5,5,2,3,2,1
12,1,1,1,1,0,0,2,2,1,2,2,2,2,1,3,2,2,0,2,0,0
13,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
