ID,PC1,PC2,name
chromosome_GCF_000005845.2_ASM584v2,10.697014016667971,-14.007335522983444,chromosome_GCF_000005845.2_ASM584v2
chromosome_GCF_000006765.1_ASM676v1,0.6812196343857162,25.088605903286787,chromosome_GCF_000006765.1_ASM676v1
chromosome_GCF_000006945.2_ASM694v2,37.048555254872554,-13.34797231932075,chromosome_GCF_000006945.2_ASM694v2
plasmid_pSLT_GCF_000006945.2_ASM694v2,-35.35943457270187,-4.284146947500502,plasmid_pSLT_GCF_000006945.2_ASM694v2
chromosome_1_GCF_008369605.1_ASM836960v1,91.20499249417503,0.4637875388708232,chromosome_1_GCF_008369605.1_ASM836960v1
chromosome_2_GCF_008369605.1_ASM836960v1,-1.4262546170617336,-6.764465490056179,chromosome_2_GCF_008369605.1_ASM836960v1
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-32.402614263346365,-5.768869999923548,plasmid_unnamed_GCF_008369605.1_ASM836960v1
chromosome_GCF_017821535.1_ASM1782153v1,-34.62040809439594,-3.1268318646830457,chromosome_GCF_017821535.1_ASM1782153v1
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-35.68196523142894,-3.7063331707163725,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
chromosome_GCF_000022005.1_ASM2200v1,-0.14110462116641065,25.45356187302622,chromosome_GCF_000022005.1_ASM2200v1
