ID,PC1,PC2,name
chromosome_GCF_000005845.2_ASM584v2,0.8721611332909779,0.1911299677981472,chromosome_GCF_000005845.2_ASM584v2
chromosome_GCF_000006765.1_ASM676v1,0.9984740357423303,0.2261275609076221,chromosome_GCF_000006765.1_ASM676v1
chromosome_GCF_000006945.2_ASM694v2,0.08005323211673969,0.03290736242129554,chromosome_GCF_000006945.2_ASM694v2
plasmid_pSLT_GCF_000006945.2_ASM694v2,-0.8882782874484658,0.19405317646209908,plasmid_pSLT_GCF_000006945.2_ASM694v2
chromosome_1_GCF_008369605.1_ASM836960v1,0.7931053322467096,1.104461447064656,chromosome_1_GCF_008369605.1_ASM836960v1
chromosome_2_GCF_008369605.1_ASM836960v1,-0.22417204407903063,-0.6388512384304607,chromosome_2_GCF_008369605.1_ASM836960v1
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-0.988142810093457,0.7460581217665451,plasmid_unnamed_GCF_008369605.1_ASM836960v1
chromosome_GCF_017821535.1_ASM1782153v1,-0.590035521356174,-0.9670397494709242,chromosome_GCF_017821535.1_ASM1782153v1
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-1.1568026254465813,0.04172545183353819,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
chromosome_GCF_000022005.1_ASM2200v1,1.1036375550269515,-0.9305721003525168,chromosome_GCF_000022005.1_ASM2200v1
