IR count,origin,ID-replicon
170556,obs,chromosome_GCF_000005845.2_ASM584v2
169687,sim,chromosome_GCF_000005845.2_ASM584v2
170045,sim,chromosome_GCF_000005845.2_ASM584v2
170011,sim,chromosome_GCF_000005845.2_ASM584v2
170526,sim,chromosome_GCF_000005845.2_ASM584v2
169514,sim,chromosome_GCF_000005845.2_ASM584v2
170317,sim,chromosome_GCF_000005845.2_ASM584v2
169138,sim,chromosome_GCF_000005845.2_ASM584v2
169902,sim,chromosome_GCF_000005845.2_ASM584v2
169672,sim,chromosome_GCF_000005845.2_ASM584v2
169734,sim,chromosome_GCF_000005845.2_ASM584v2
193064,obs,chromosome_GCF_000006765.1_ASM676v1
190366,sim,chromosome_GCF_000006765.1_ASM676v1
190396,sim,chromosome_GCF_000006765.1_ASM676v1
191427,sim,chromosome_GCF_000006765.1_ASM676v1
190310,sim,chromosome_GCF_000006765.1_ASM676v1
191163,sim,chromosome_GCF_000006765.1_ASM676v1
191474,sim,chromosome_GCF_000006765.1_ASM676v1
190013,sim,chromosome_GCF_000006765.1_ASM676v1
189994,sim,chromosome_GCF_000006765.1_ASM676v1
190966,sim,chromosome_GCF_000006765.1_ASM676v1
190135,sim,chromosome_GCF_000006765.1_ASM676v1
1485875,obs,chromosome_GCF_000006945.2_ASM694v2
1464058,sim,chromosome_GCF_000006945.2_ASM694v2
1466317,sim,chromosome_GCF_000006945.2_ASM694v2
1464102,sim,chromosome_GCF_000006945.2_ASM694v2
1466213,sim,chromosome_GCF_000006945.2_ASM694v2
1465111,sim,chromosome_GCF_000006945.2_ASM694v2
1466755,sim,chromosome_GCF_000006945.2_ASM694v2
1464998,sim,chromosome_GCF_000006945.2_ASM694v2
1465479,sim,chromosome_GCF_000006945.2_ASM694v2
1465015,sim,chromosome_GCF_000006945.2_ASM694v2
1464063,sim,chromosome_GCF_000006945.2_ASM694v2
28043,obs,plasmid_pSLT_GCF_000006945.2_ASM694v2
28202,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28102,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28000,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
27912,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
27981,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28091,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28067,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28091,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28051,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
28031,sim,plasmid_pSLT_GCF_000006945.2_ASM694v2
1124400,obs,chromosome_1_GCF_008369605.1_ASM836960v1
1125570,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1125923,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1124324,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1125839,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1124610,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1124272,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1126974,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1123994,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1124782,sim,chromosome_1_GCF_008369605.1_ASM836960v1
1126128,sim,chromosome_1_GCF_008369605.1_ASM836960v1
615259,obs,chromosome_2_GCF_008369605.1_ASM836960v1
622322,sim,chromosome_2_GCF_008369605.1_ASM836960v1
622473,sim,chromosome_2_GCF_008369605.1_ASM836960v1
622354,sim,chromosome_2_GCF_008369605.1_ASM836960v1
622489,sim,chromosome_2_GCF_008369605.1_ASM836960v1
621920,sim,chromosome_2_GCF_008369605.1_ASM836960v1
