ID,PC1,PC2,name
chromosome_GCF_000005845.2_ASM584v2,2.861750777889569,5.978370237565288,chromosome_GCF_000005845.2_ASM584v2
chromosome_GCF_000009045.1_ASM904v1,2.3900114366483107,-3.714431822256751,chromosome_GCF_000009045.1_ASM904v1
chromosome_GCF_000013425.1_ASM1342v1,0.3090322102438424,-0.3432420416248973,chromosome_GCF_000013425.1_ASM1342v1
chromosome_GCF_000006765.1_ASM676v1,2.179999505218673,-2.5515428904972626,chromosome_GCF_000006765.1_ASM676v1
chromosome_GCF_000195955.2_ASM19595v2,6.92932285975726,-2.852132185425815,chromosome_GCF_000195955.2_ASM19595v2
chromosome_GCF_000006945.2_ASM694v2,-0.7096660913161439,-0.41087959748732217,chromosome_GCF_000006945.2_ASM694v2
plasmid_pSLT_GCF_000006945.2_ASM694v2,-3.0318708420009783,-0.02941354053788239,plasmid_pSLT_GCF_000006945.2_ASM694v2
chromosome_GCF_018885085.1_ASM1888508v1,4.032749064734147,-0.9020553654831336,chromosome_GCF_018885085.1_ASM1888508v1
plasmid_unnamed_GCF_018885085.1_ASM1888508v1,-3.249105987827925,-0.27582104389228784,plasmid_unnamed_GCF_018885085.1_ASM1888508v1
chromosome_GCF_009769205.1_ASM976920v1,-0.5375724909744545,-0.8433984467526342,chromosome_GCF_009769205.1_ASM976920v1
plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1,-3.54998417408428,-0.6648181599041966,plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1
chromosome_1_GCF_008369605.1_ASM836960v1,1.072924183407563,3.8091379842253303,chromosome_1_GCF_008369605.1_ASM836960v1
chromosome_2_GCF_008369605.1_ASM836960v1,-1.541896524155189,-0.4562273720349802,chromosome_2_GCF_008369605.1_ASM836960v1
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-3.0066967986598416,-0.6242598590949587,plasmid_unnamed_GCF_008369605.1_ASM836960v1
chromosome_GCF_017821535.1_ASM1782153v1,-2.421292837474966,-0.7169553846384937,chromosome_GCF_017821535.1_ASM1782153v1
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-3.2828536171971914,-0.24694060529178766,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
chromosome_GCF_000022005.1_ASM2200v1,1.5551493257916083,4.844610093131791,chromosome_GCF_000022005.1_ASM2200v1
