ID,PC1,PC2,name
chromosome_GCF_000005845.2_ASM584v2,2.536701576117934,2.7355372303450105,chromosome_GCF_000005845.2_ASM584v2
chromosome_GCF_000009045.1_ASM904v1,4.593214232775385,0.6250180967936635,chromosome_GCF_000009045.1_ASM904v1
chromosome_GCF_000013425.1_ASM1342v1,2.300885541643487,-0.8673068547672695,chromosome_GCF_000013425.1_ASM1342v1
chromosome_GCF_000006765.1_ASM676v1,3.534156836850242,0.9391072034086619,chromosome_GCF_000006765.1_ASM676v1
chromosome_GCF_000195955.2_ASM19595v2,-0.8850732077736068,-0.8519213605653627,chromosome_GCF_000195955.2_ASM19595v2
chromosome_GCF_000006945.2_ASM694v2,2.9089973057420093,0.06338104020790442,chromosome_GCF_000006945.2_ASM694v2
plasmid_pSLT_GCF_000006945.2_ASM694v2,-5.005906134527874,-0.05430331445085954,plasmid_pSLT_GCF_000006945.2_ASM694v2
chromosome_GCF_018885085.1_ASM1888508v1,3.6714461301093144,-5.141721673642036,chromosome_GCF_018885085.1_ASM1888508v1
plasmid_unnamed_GCF_018885085.1_ASM1888508v1,-5.784786540985989,-0.5238122004117787,plasmid_unnamed_GCF_018885085.1_ASM1888508v1
chromosome_GCF_009769205.1_ASM976920v1,3.0908962775388944,-0.8014799842695115,chromosome_GCF_009769205.1_ASM976920v1
plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1,-4.002048904634321,0.6037903258946173,plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1
chromosome_1_GCF_008369605.1_ASM836960v1,3.7327523423571987,0.11021918804077087,chromosome_1_GCF_008369605.1_ASM836960v1
chromosome_2_GCF_008369605.1_ASM836960v1,0.7214527438288709,0.8501386919971905,chromosome_2_GCF_008369605.1_ASM836960v1
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-4.0113440312564475,0.9693281799030878,plasmid_unnamed_GCF_008369605.1_ASM836960v1
chromosome_GCF_017821535.1_ASM1782153v1,-4.335301719715849,-1.1627710333171994,chromosome_GCF_017821535.1_ASM1782153v1
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-5.582037356123479,0.01075353028096099,plasmid_pMT5135_GCF_017821535.1_ASM1782153v1
chromosome_GCF_000022005.1_ASM2200v1,2.5159949080542354,2.4960429345521495,chromosome_GCF_000022005.1_ASM2200v1
