IR count,origin,ID-replicon
732377,obs,chromosome_GCF_002951835.1_ASM295183v1
753050,sim,chromosome_GCF_002951835.1_ASM295183v1
752757,sim,chromosome_GCF_002951835.1_ASM295183v1
753823,sim,chromosome_GCF_002951835.1_ASM295183v1
751740,sim,chromosome_GCF_002951835.1_ASM295183v1
753035,sim,chromosome_GCF_002951835.1_ASM295183v1
754186,sim,chromosome_GCF_002951835.1_ASM295183v1
753556,sim,chromosome_GCF_002951835.1_ASM295183v1
754776,sim,chromosome_GCF_002951835.1_ASM295183v1
753211,sim,chromosome_GCF_002951835.1_ASM295183v1
752950,sim,chromosome_GCF_002951835.1_ASM295183v1
