ID,PC1,PC2,name
chromosome_GCF_002951835.1_ASM295183v1,-12.926875496896015,-22.760123182713837,chromosome_GCF_002951835.1_ASM295183v1
chromosome_GCF_014054985.1_ASM1405498v1,245.38235209032172,-22.6353952759911,chromosome_GCF_014054985.1_ASM1405498v1
plasmid_pDSM18271_GCF_014054985.1_ASM1405498v1,-46.27625066585326,-27.677555419850915,plasmid_pDSM18271_GCF_014054985.1_ASM1405498v1
chromosome_GCF_014054525.1_ASM1405452v1,-16.62955808644156,-13.051778666054666,chromosome_GCF_014054525.1_ASM1405452v1
chromosome_GCF_022354465.1_ASM2235446v1,6.583391409109224,12.272964135318968,chromosome_GCF_022354465.1_ASM2235446v1
chromosome_GCF_016894345.1_ASM1689434v1,-16.496338841222887,15.326389774625921,chromosome_GCF_016894345.1_ASM1689434v1
chromosome_GCF_022870845.1_ASM2287084v1,0.578381196928235,73.21905713166163,chromosome_GCF_022870845.1_ASM2287084v1
chromosome_GCF_022749515.1_ASM2274951v1,29.96591174771798,41.23025464661462,chromosome_GCF_022749515.1_ASM2274951v1
chromosome_1_GCF_001718895.1_ASM171889v1,-28.61699632143198,29.020840611994004,chromosome_1_GCF_001718895.1_ASM171889v1
chromosome_2_GCF_001718895.1_ASM171889v1,-35.02493447227645,-13.422051838956062,chromosome_2_GCF_001718895.1_ASM171889v1
chromosome_3_GCF_001718895.1_ASM171889v1,-42.12161095678919,-25.050410616089827,chromosome_3_GCF_001718895.1_ASM171889v1
chromosome_GCF_000009145.1_ASM914v1,-42.106118042482,-22.660888444478005,chromosome_GCF_000009145.1_ASM914v1
chromosome_GCA_019038085.1_ASM1903808v1,-42.31135356068378,-23.811302856080683,chromosome_GCA_019038085.1_ASM1903808v1
